Annotation tag,Upper left corner X,Upper left corner Y,Lower right corner X,Lower right corner Y
pedestrianCrossing,730,52,818,141
pedestrianCrossing,760,31,860,132
pedestrianCrossing,581,172,602,193
pedestrianCrossing,583,170,604,191
pedestrianCrossing,585,171,606,192
speedLimit25,588,198,605,219
pedestrianCrossing,589,163,610,184
speedLimit25,591,191,608,212
pedestrianCrossing,592,151,615,174
speedLimit25,595,181,612,203
pedestrianCrossing,595,152,619,176
speedLimit25,598,183,617,206
pedestrianCrossing,599,159,625,184
speedLimit25,603,192,622,215
pedestrianCrossing,606,152,634,179
speedLimit25,611,188,630,211
pedestrianCrossing,616,142,644,169
speedLimit25,621,178,642,203
pedestrianCrossing,628,135,659,165
speedLimit25,634,174,655,199
pedestrianCrossing,643,131,676,163
speedLimit25,648,173,672,200
pedestrianCrossing,657,123,692,157
speedLimit25,663,166,689,198
pedestrianCrossing,669,111,705,147
speedLimit25,675,158,702,193
pedestrianCrossing,681,104,720,143
speedLimit25,687,154,716,191
pedestrianCrossing,693,100,735,142
speedLimit25,700,154,731,193
pedestrianCrossing,708,91,752,135
speedLimit25,714,149,749,193
pedestrianCrossing,725,75,773,122
speedLimit25,733,137,770,183
noLeftTurn,621,151,643,173
pedestrianCrossing,746,64,799,119
speedLimit25,753,135,794,186
noLeftTurn,623,154,645,176
pedestrianCrossing,766,55,826,116
speedLimit25,776,134,821,192
noLeftTurn,624,159,647,182
pedestrianCrossing,796,32,861,98
speedLimit25,806,120,857,184
noLeftTurn,625,153,649,177
speedLimit25,846,99,903,171
noLeftTurn,625,144,650,169
speedLimit25,928,80,1003,172
noLeftTurn,630,155,657,180
noLeftTurn,634,144,663,171
noLeftTurn,691,89,735,133
noLeftTurn,714,71,760,120
noLeftTurn,741,40,795,95
noLeftTurn,776,14,838,77
pedestrianCrossing,809,119,861,174
pedestrianCrossing,734,155,754,175
pedestrianCrossing,829,97,889,160
pedestrianCrossing,726,146,746,166
pedestrianCrossing,863,82,932,152
pedestrianCrossing,718,148,739,169
pedestrianCrossing,919,58,1000,142
pedestrianCrossing,715,148,737,169
pedestrianCrossing,718,143,741,164
pedestrianCrossing,722,140,746,164
pedestrianCrossing,727,134,753,161
pedestrianCrossing,741,124,771,153
pedestrianCrossing,752,118,783,149
pedestrianCrossing,765,121,799,157
pedestrianCrossing,776,110,815,150
pedestrianCrossing,794,95,837,138
pedestrianCrossing,820,90,868,138
pedestrianCrossing,858,53,914,109
pedestrianCrossing,912,14,975,78
dip,650,149,681,177
dip,656,146,688,177
dip,656,137,690,171
dip,656,130,692,167
dip,657,125,697,166
dip,665,115,706,157
dip,672,102,716,148
dip,675,93,726,145
dip,679,82,733,137
dip,685,67,746,127
dip,698,57,764,125
dip,717,39,791,114
dip,747,3,833,90
speedLimit25,696,188,722,219
speedLimit25,716,174,744,208
speedLimit25,735,165,765,202
speedLimit25,759,158,792,198
speedLimit25,796,140,833,185
speedLimit25,842,120,883,171
speedLimit25,896,104,944,161
laneEnds,438,107,461,132
laneEnds,525,73,552,102
laneEnds,544,49,578,84
laneEnds,552,37,588,75
laneEnds,553,39,592,79
laneEnds,553,39,592,79
laneEnds,553,39,592,79
laneEnds,559,33,599,74
laneEnds,559,35,599,76
keepRight,336,209,356,233
keepRight,328,209,348,235
keepRight,329,214,348,239
keepRight,328,215,349,241
keepRight,324,222,345,248
laneEnds,567,33,608,76
school,604,166,620,182
schoolSpeedLimit25,640,201,659,234
schoolSpeedLimit25,645,198,666,236
schoolSpeedLimit25,657,190,680,230
schoolSpeedLimit25,672,178,696,221
schoolSpeedLimit25,684,159,709,204
schoolSpeedLimit25,695,146,722,195
schoolSpeedLimit25,711,130,740,182
schoolSpeedLimit25,734,114,768,172
schoolSpeedLimit25,761,101,798,166
schoolSpeedLimit25,786,87,828,160
schoolSpeedLimit25,830,63,878,146
schoolSpeedLimit25,894,36,948,132
speedLimit35,677,125,694,145
speedLimit35,681,122,699,144
speedLimit35,687,121,706,144
speedLimit35,697,126,717,151
speedLimit35,713,128,736,155
speedLimit35,729,133,754,162
speedLimit35,742,142,768,172
speedLimit35,758,143,786,175
speedLimit35,780,139,810,174
speedLimit35,809,137,841,175
speedLimit35,838,128,874,170
speedLimit35,872,118,912,165
speedLimit35,914,105,960,158
speedLimit35,655,194,675,219
speedLimit35,660,198,680,223
speedLimit35,665,206,685,231
speedLimit35,670,198,690,225
speedLimit35,675,188,696,215
speedLimit35,678,195,700,222
speedLimit35,682,191,705,220
speedLimit35,689,184,712,213
speedLimit35,695,191,719,221
speedLimit35,698,194,724,224
speedLimit35,703,184,730,216
speedLimit35,707,187,733,219
speedLimit35,708,192,735,225
speedLimit35,713,189,742,225
speedLimit35,720,181,750,218
speedLimit35,727,180,758,219
speedLimit35,738,181,771,223
speedLimit35,750,169,786,213
speedLimit35,767,165,804,210
speedLimit35,782,161,821,208
speedLimit35,799,150,841,200
speedLimit35,819,138,863,192
speedLimit35,840,118,889,175
speedLimit35,870,103,921,166
speedLimit35,905,93,961,162
pedestrianCrossing,536,200,553,217
pedestrianCrossing,536,202,554,220
pedestrianCrossing,537,201,555,219
pedestrianCrossing,538,200,557,219
pedestrianCrossing,539,203,558,223
pedestrianCrossing,543,202,563,223
pedestrianCrossing,548,200,568,222
pedestrianCrossing,555,198,576,221
pedestrianCrossing,562,193,585,217
pedestrianCrossing,570,185,594,210
pedestrianCrossing,579,183,604,209
pedestrianCrossing,590,178,617,206
pedestrianCrossing,600,185,628,215
pedestrianCrossing,616,191,646,223
pedestrianCrossing,634,185,666,219
pedestrianCrossing,655,174,689,210
pedestrianCrossing,682,166,718,204
pedestrianCrossing,717,159,755,200
pedestrianCrossing,756,151,798,196
pedestrianCrossing,794,148,842,197
pedestrianCrossing,842,137,895,193
pedestrianCrossing,902,110,963,174
speedLimit35,666,199,683,219
speedLimit35,672,196,690,217
speedLimit35,678,191,697,213
speedLimit35,685,188,704,212
speedLimit35,693,187,712,211
speedLimit35,705,185,726,210
speedLimit35,723,178,744,203
speedLimit35,738,173,761,200
speedLimit35,750,170,774,199
speedLimit35,763,170,787,200
speedLimit35,775,159,802,191
speedLimit35,785,153,814,188
speedLimit35,795,151,826,189
speedLimit35,808,147,840,187
speedLimit35,821,136,857,180
speedLimit35,838,125,877,173
speedLimit35,857,112,900,165
speedLimit35,887,97,936,156
speedLimit35,927,81,983,147
pedestrianCrossing,810,161,832,183
pedestrianCrossing,809,150,833,174
pedestrianCrossing,810,144,835,169
pedestrianCrossing,816,142,843,169
pedestrianCrossing,825,136,853,166
pedestrianCrossing,837,125,869,158
pedestrianCrossing,852,113,888,149
pedestrianCrossing,871,103,911,142
pedestrianCrossing,903,82,948,127
pedestrianCrossing,946,57,1000,109
school,721,185,740,204
school,731,184,751,205
school,742,180,763,202
school,754,178,776,201
school,769,173,792,197
school,788,166,813,192
school,810,175,836,202
school,836,184,864,212
school,863,165,893,195
school,894,155,926,188
school,928,144,963,179
speedLimit30,537,181,556,204
speedLimit30,547,182,567,206
speedLimit30,557,175,578,200
speedLimit30,567,174,588,200
speedLimit30,576,172,598,199
speedLimit30,585,166,608,195
speedLimit30,597,162,622,193
speedLimit30,612,154,638,186
speedLimit30,626,154,655,189
speedLimit30,642,147,673,185
speedLimit30,659,135,692,175
speedLimit30,678,134,713,179
speedLimit30,702,120,740,169
speedLimit30,732,100,777,154
speedLimit30,773,84,822,146
speedLimit30,822,80,878,149
speedLimit30,884,47,948,126
speedLimit30,621,180,639,201
speedLimit30,626,180,645,202
speedLimit30,632,177,651,199
speedLimit30,637,174,658,199
speedLimit30,646,172,667,197
speedLimit30,655,168,677,196
speedLimit30,667,162,692,192
speedLimit30,683,152,710,184
speedLimit30,702,144,730,179
speedLimit30,723,135,755,175
speedLimit30,750,127,785,172
speedLimit30,781,118,821,168
speedLimit30,820,98,866,155
speedLimit30,871,77,926,144
stopAhead,592,171,622,199
stopAhead,598,161,629,192
stopAhead,604,163,635,197
stopAhead,609,164,642,200
stopAhead,614,160,651,198
stopAhead,623,151,661,190
stopAhead,633,148,674,189
stopAhead,644,145,687,188
stopAhead,657,142,703,190
stopAhead,670,130,719,182
stopAhead,685,123,740,179
stopAhead,702,123,762,183
stopAhead,722,97,788,164
stopAhead,746,86,818,160
stopAhead,774,83,855,164
stopAhead,809,49,901,140
speedLimit30,645,174,665,198
speedLimit30,652,171,672,195
speedLimit30,660,169,681,194
speedLimit30,670,167,691,192
speedLimit30,679,162,702,190
speedLimit30,689,160,713,189
speedLimit30,701,160,726,190
speedLimit30,713,152,740,185
speedLimit30,729,148,757,183
speedLimit30,747,145,777,182
speedLimit30,769,134,800,172
speedLimit30,791,129,826,171
speedLimit30,816,124,853,171
speedLimit30,838,113,878,162
speedLimit30,862,99,904,152
speedLimit30,893,88,940,148
speedLimit30,933,73,985,138
stop,641,188,661,207
stop,649,191,669,210
stop,652,191,672,210
stop,651,185,672,206
stop,650,183,672,205
stop,652,183,675,206
stop,654,178,678,202
stop,658,175,682,199
stop,663,176,689,202
stop,667,173,695,200
stop,673,171,700,198
stop,678,171,706,200
stop,682,166,712,196
stop,687,162,718,193
stop,694,162,727,194
stop,703,162,736,194
stop,712,162,746,196
stop,724,158,759,193
stop,737,157,774,194
stop,751,151,789,189
stop,761,144,801,185
stop,772,140,814,182
stop,783,137,827,181
stop,797,132,843,178
stop,812,126,860,176
stop,827,120,879,172
stop,846,110,900,165
stop,865,102,923,159
stop,887,95,948,156
stop,909,88,974,150
stop,932,78,1000,145
curveRight,636,170,664,198
curveRight,646,175,675,204
curveRight,656,163,686,193
curveRight,666,149,699,183
curveRight,682,151,717,187
curveRight,698,142,736,181
curveRight,715,119,756,161
curveRight,734,140,778,186
curveRight,754,137,803,187
curveRight,780,107,835,163
curveRight,813,96,876,160
curveRight,858,78,931,153
signalAhead,589,185,612,207
signalAhead,583,177,606,199
signalAhead,579,176,603,199
signalAhead,577,169,601,192
signalAhead,578,157,603,183
signalAhead,583,167,609,194
signalAhead,589,167,616,196
signalAhead,594,156,623,187
signalAhead,600,145,630,177
signalAhead,607,148,638,181
signalAhead,615,169,649,204
signalAhead,625,159,659,194
signalAhead,635,132,673,171
signalAhead,647,130,686,171
signalAhead,660,126,701,170
signalAhead,672,118,718,166
signalAhead,688,132,738,184
signalAhead,703,143,756,197
signalAhead,714,123,773,184
signalAhead,730,102,796,170
signalAhead,750,100,822,175
signalAhead,777,95,856,178
signalAhead,812,66,902,161
curveLeft,691,183,721,214
curveLeft,706,177,738,212
curveLeft,726,177,759,212
curveLeft,747,182,784,219
curveLeft,772,187,812,228
curveLeft,804,185,844,226
curveLeft,837,186,880,230
curveLeft,876,200,922,247
curveLeft,915,199,964,248
pedestrianCrossing,666,152,700,184
pedestrianCrossing,666,152,700,184
pedestrianCrossing,683,150,721,188
pedestrianCrossing,695,137,738,178
pedestrianCrossing,715,132,762,177
pedestrianCrossing,737,130,788,180
pedestrianCrossing,761,111,815,166
pedestrianCrossing,791,87,852,149
pedestrianCrossing,834,86,904,154
pedestrianCrossing,894,52,974,133
pedestrianCrossing,659,168,691,200
pedestrianCrossing,664,162,698,198
pedestrianCrossing,673,137,711,177
pedestrianCrossing,691,144,732,188
pedestrianCrossing,713,152,756,197
pedestrianCrossing,736,123,784,173
pedestrianCrossing,766,110,819,167
pedestrianCrossing,798,110,859,172
pedestrianCrossing,838,83,908,154
pedestrianCrossing,890,63,971,146
turnLeft,801,101,844,144
turnLeft,804,91,851,134
turnLeft,808,74,861,126
turnLeft,816,55,875,113
turnLeft,824,46,889,112
turnLeft,833,20,910,96
signalAhead,626,185,646,204
signalAhead,629,185,649,204
signalAhead,637,186,658,206
signalAhead,642,188,662,208
signalAhead,647,189,667,209
signalAhead,651,184,672,205
signalAhead,655,179,677,202
signalAhead,664,176,686,199
signalAhead,674,179,696,202
signalAhead,680,177,704,201
signalAhead,687,175,713,202
signalAhead,696,170,724,199
signalAhead,709,169,738,199
signalAhead,721,164,752,195
signalAhead,731,161,764,193
signalAhead,741,161,775,196
signalAhead,750,159,785,196
signalAhead,757,156,796,196
signalAhead,767,144,808,187
signalAhead,779,140,823,186
signalAhead,795,132,843,181
signalAhead,809,124,861,178
signalAhead,826,116,884,173
signalAhead,850,98,915,162
signalAhead,880,78,952,148
speedLimit45,577,175,595,196
speedLimit45,581,172,600,195
speedLimit45,587,176,606,200
speedLimit45,593,168,613,192
speedLimit45,601,158,622,184
speedLimit45,610,156,632,183
speedLimit45,191,158,213,184
speedLimit45,620,146,643,176
speedLimit45,168,148,190,177
speedLimit45,633,138,658,171
speedLimit45,141,142,166,173
speedLimit45,658,128,685,163
speedLimit45,119,135,146,169
speedLimit45,683,114,714,153
speedLimit45,86,126,115,162
speedLimit45,709,98,743,141
speedLimit45,37,115,70,155
speedLimit45,737,82,777,131
speedLimit45,777,60,826,118
speedLimit45,840,23,896,93
pedestrianCrossing,686,162,716,191
pedestrianCrossing,700,161,731,193
pedestrianCrossing,717,151,753,187
pedestrianCrossing,742,139,782,179
pedestrianCrossing,778,123,824,170
pedestrianCrossing,828,99,883,156
pedestrianCrossing,904,64,970,132
speedLimit45,610,205,623,222
speedLimit45,381,213,394,229
speedLimit45,612,198,626,216
speedLimit45,373,206,386,222
speedLimit45,615,194,629,212
speedLimit45,367,202,381,220
speedLimit45,621,196,637,215
speedLimit45,362,205,377,224
speedLimit45,627,198,643,217
speedLimit45,356,208,372,227
speedLimit45,632,193,649,213
speedLimit45,348,202,365,223
speedLimit45,637,189,654,210
speedLimit45,338,198,355,219
speedLimit45,642,187,660,210
speedLimit45,327,197,344,219
speedLimit45,648,181,667,205
speedLimit45,314,192,332,215
speedLimit45,657,174,678,199
speedLimit45,302,186,322,210
speedLimit45,670,168,692,195
speedLimit45,291,180,312,205
speedLimit45,684,165,707,193
speedLimit45,277,178,299,204
speedLimit45,705,157,730,186
speedLimit45,266,171,289,199
speedLimit45,729,154,756,187
speedLimit45,252,168,277,200
speedLimit45,757,148,786,183
speedLimit45,787,140,818,179
speedLimit45,820,128,856,170
speedLimit45,861,116,903,165
speedLimit45,915,97,962,154
speedLimit45,1,112,51,173
keepRight,300,201,321,228
keepRight,292,198,316,227
keepRight,288,194,312,223
keepRight,286,192,310,221
keepRight,286,197,310,226
keepRight,284,198,308,227
keepRight,284,200,308,229
keepRight,284,200,308,229
keepRight,284,200,308,229
keepRight,284,203,308,233
keepRight,284,207,308,237
keepRight,280,223,304,253
keepRight,267,233,292,263
keepRight,240,229,269,262
keepRight,212,216,242,250
keepRight,173,219,208,257
keepRight,120,200,157,244
stop,272,166,290,185
stop,549,172,564,189
stop,252,165,270,184
stop,537,171,553,189
stop,232,160,251,180
stop,526,164,543,183
stop,213,160,234,182
stop,517,164,534,183
stop,197,164,218,186
stop,512,166,529,187
stop,186,163,207,185
stop,511,164,528,185
stop,175,160,197,183
stop,513,162,531,185
stop,169,161,191,183
stop,519,162,538,183
stop,165,154,189,178
stop,533,158,553,180
stop,164,149,188,173
stop,548,156,568,179
stop,160,158,186,184
stop,562,165,583,189
stop,154,153,180,179
stop,574,157,597,182
stop,140,153,168,181
stop,584,159,607,184
stop,127,151,157,180
stop,594,157,619,184
stop,115,146,145,176
stop,608,153,635,181
stop,100,145,132,177
stop,624,153,652,184
stop,85,143,121,178
stop,642,151,671,184
stop,72,140,107,175
stop,662,147,693,182
stop,52,133,88,169
stop,682,141,716,177
stop,28,130,67,168
stop,705,135,742,174
stop,5,130,48,172
stop,733,129,774,172
stop,767,121,812,167
stop,805,112,854,162
stop,848,95,902,151
stop,897,76,958,136
stop,337,204,351,217
stop,349,200,363,213
stop,358,199,372,213
stop,365,203,379,217
stop,371,209,385,224
stop,379,217,393,232
stop,387,217,402,233
stop,397,223,412,239
stop,186,245,200,258
stop,406,233,421,249
stop,190,257,205,270
stop,422,242,437,258
stop,199,267,214,281
stop,446,242,461,258
stop,216,269,230,283
stop,485,242,500,258
stop,248,271,262,285
stop,523,239,539,255
stop,276,266,290,280
stop,548,232,565,250
stop,289,261,304,276
stop,581,235,598,253
stop,308,265,324,281
stop,599,232,619,252
stop,313,261,331,279
stop,613,226,634,248
stop,309,259,327,277
stop,632,221,655,243
stop,308,255,327,274
stop,648,216,672,239
stop,302,252,322,273
stop,668,210,694,236
stop,297,250,318,272
stop,691,209,718,238
stop,293,251,315,274
stop,708,204,738,235
stop,276,246,301,273
stop,735,193,767,226
stop,264,238,291,266
stop,759,189,795,225
stop,244,237,273,268
stop,785,168,825,209
stop,216,224,249,258
stop,824,154,867,198
stop,192,221,227,257
stop,869,141,919,190
stop,161,216,199,256
stop,921,124,977,179
stop,118,206,159,250
slow,640,198,663,222
turnRight,450,217,467,232
slow,641,200,667,227
turnRight,443,221,461,238
slow,645,183,671,211
turnRight,437,205,456,224
slow,655,178,683,209
turnRight,438,203,457,222
slow,668,183,697,215
turnRight,439,208,459,228
slow,681,174,713,208
turnRight,439,201,459,221
slow,697,166,731,201
turnRight,443,197,463,217
slow,717,166,752,203
turnRight,445,201,465,221
slow,737,157,777,198
turnRight,446,195,468,217
slow,762,149,806,194
turnRight,449,193,471,215
slow,794,146,841,194
turnRight,451,195,476,219
slow,831,136,885,191
turnRight,456,195,481,219
slow,881,132,942,194
turnRight,462,202,487,226
slow,950,114,1020,186
turnRight,475,198,500,223
turnRight,485,189,515,217
turnRight,502,187,532,215
turnRight,522,186,553,217
turnRight,541,174,574,207
turnRight,564,172,598,207
turnRight,588,171,624,207
turnRight,613,168,651,205
turnRight,638,158,679,199
turnRight,664,151,709,197
turnRight,693,152,742,202
turnRight,719,145,772,199
turnRight,755,128,815,190
turnRight,804,120,870,188
turnRight,857,103,933,181
speedLimit35,808,144,837,178
speedLimit35,788,138,818,176
speedLimit35,785,128,819,169
speedLimit35,795,112,833,157
speedLimit35,820,95,861,144
speedLimit35,854,80,900,137
speedLimit35,898,68,948,130
speedLimit35,650,206,667,226
speedLimit35,662,199,679,221
speedLimit35,673,199,691,222
speedLimit35,683,199,703,224
speedLimit35,695,189,715,214
speedLimit35,708,186,731,214
speedLimit35,723,184,746,213
speedLimit35,738,171,765,204
speedLimit35,761,161,789,197
speedLimit35,788,148,821,187
speedLimit35,817,137,852,180
speedLimit35,851,126,891,174
speedLimit35,899,99,944,153
pedestrianCrossing,696,138,719,162
pedestrianCrossing,701,143,725,168
pedestrianCrossing,707,147,732,172
pedestrianCrossing,715,140,741,166
pedestrianCrossing,723,132,751,160
pedestrianCrossing,733,145,761,173
pedestrianCrossing,744,146,774,177
pedestrianCrossing,756,141,789,174
pedestrianCrossing,770,137,806,174
pedestrianCrossing,788,139,825,178
pedestrianCrossing,806,140,848,182
pedestrianCrossing,834,135,878,179
pedestrianCrossing,867,123,916,173
pedestrianCrossing,913,110,966,166
stop,669,199,686,216
stop,674,196,692,214
stop,681,199,700,218
stop,689,189,709,209
stop,698,189,718,209
stop,707,195,728,216
stop,717,185,739,207
stop,728,178,751,201
stop,739,180,764,206
stop,753,180,778,206
stop,769,171,795,199
stop,785,170,814,200
stop,804,171,834,202
stop,826,162,859,196
stop,852,156,886,192
stop,882,151,918,190
stop,916,149,955,191
stop,953,144,995,188
speedLimit35,359,178,386,210
speedLimit35,424,191,451,224
speedLimit35,480,179,507,212
speedLimit35,529,168,558,203
speedLimit35,575,166,605,202
speedLimit35,617,159,648,198
speedLimit35,657,152,690,193
speedLimit35,701,151,737,195
speedLimit35,746,148,784,195
speedLimit35,782,135,824,187
speedLimit35,816,118,863,176
speedLimit35,847,104,899,168
speedLimit35,887,80,947,152
stopAhead,551,93,571,113
stopAhead,554,90,574,110
stopAhead,555,89,576,110
stopAhead,556,86,578,108
stopAhead,561,82,584,105
stopAhead,567,79,591,103
stopAhead,568,78,593,103
stopAhead,570,84,595,109
stopAhead,579,87,605,113
stopAhead,591,92,619,119
stopAhead,600,100,630,128
stopAhead,607,99,637,129
stopAhead,616,100,647,130
stopAhead,628,107,661,141
stopAhead,642,110,677,145
stopAhead,657,103,695,142
stopAhead,673,104,712,144
stopAhead,688,112,731,155
stopAhead,704,124,749,171
stopAhead,720,113,770,164
stopAhead,741,124,796,181
stopAhead,765,134,826,196
stopAhead,795,121,862,192
stop,469,190,488,210
stopAhead,835,97,913,178
stop,468,179,487,199
stopAhead,889,87,979,180
stop,470,185,491,208
stop,520,194,546,221
stop,538,181,566,210
stop,560,178,591,210
stop,584,179,618,213
stop,612,166,648,205
stop,642,155,681,195
stop,677,147,720,191
stop,716,138,764,187
stop,763,129,816,183
stop,816,118,876,176
stop,880,99,947,166
stop,879,192,911,225
stop,874,188,908,223
stop,865,184,901,221
stop,859,177,896,216
stop,852,165,893,208
stop,848,162,893,208
stop,847,156,896,206
stop,848,138,901,192
stop,850,123,909,183
stop,857,116,923,182
stop,873,99,947,173
stop,898,77,982,161
pedestrianCrossing,628,205,648,226
pedestrianCrossing,631,212,652,234
pedestrianCrossing,634,210,657,234
pedestrianCrossing,638,205,663,232
pedestrianCrossing,643,207,668,234
pedestrianCrossing,649,208,675,236
pedestrianCrossing,653,202,682,232
pedestrianCrossing,659,198,690,229
pedestrianCrossing,668,201,700,233
pedestrianCrossing,678,197,713,232
pedestrianCrossing,690,195,727,231
pedestrianCrossing,703,192,742,231
pedestrianCrossing,715,190,757,233
pedestrianCrossing,729,184,775,230
pedestrianCrossing,747,174,798,225
pedestrianCrossing,774,166,830,221
pedestrianCrossing,808,158,870,222
pedestrianCrossing,851,154,920,224
turnRight,726,226,746,246
turnRight,732,227,752,248
turnRight,736,231,756,252
turnRight,738,209,759,230
turnRight,736,228,758,251
turnRight,735,212,758,235
turnRight,726,198,751,222
turnRight,716,190,742,215
turnRight,706,196,732,222
turnRight,705,197,731,223
turnRight,704,179,730,205
turnRight,695,189,724,217
turnRight,686,189,717,218
turnRight,677,185,707,214
turnRight,677,179,707,208
turnRight,681,176,711,207
turnRight,685,169,715,200
turnRight,687,171,717,202
turnRight,689,173,719,204
turnRight,689,174,720,206
turnRight,688,175,719,207
turnRight,683,181,716,216
turnRight,676,224,708,259
turnRight,661,218,696,254
turnRight,649,170,685,208
turnRight,634,167,672,208
turnRight,628,151,670,195
turnRight,637,101,681,149
turnRight,662,155,712,208
turnRight,701,134,758,193
stop,688,154,723,190
stop,706,150,746,190
stop,730,146,772,189
stop,755,146,801,192
stop,783,138,832,187
stop,816,125,869,179
stop,854,116,912,175
stop,902,105,965,169
stop,705,184,730,210
stop,711,176,738,204
stop,718,172,746,201
stop,725,177,755,207
stop,734,181,765,212
stop,742,165,774,198
stop,752,150,785,184
stop,768,142,802,178
stop,784,151,821,189
stop,800,157,841,198
stop,819,159,862,202
stop,841,157,887,203
stop,866,149,915,199
stop,894,139,947,191
stop,926,129,983,186
pedestrianCrossing,753,202,767,216
pedestrianCrossing,727,209,742,224
pedestrianCrossing,705,199,720,214
pedestrianCrossing,684,200,700,216
pedestrianCrossing,666,202,683,219
pedestrianCrossing,651,200,668,217
pedestrianCrossing,640,197,657,214
pedestrianCrossing,633,196,650,213
pedestrianCrossing,628,204,646,222
pedestrianCrossing,628,199,647,218
pedestrianCrossing,628,191,648,211
pedestrianCrossing,628,196,649,217
pedestrianCrossing,626,194,645,215
pedestrianCrossing,622,192,642,213
pedestrianCrossing,618,189,639,211
pedestrianCrossing,616,190,638,213
pedestrianCrossing,615,182,638,205
pedestrianCrossing,618,178,641,202
pedestrianCrossing,619,175,644,200
pedestrianCrossing,623,170,650,196
pedestrianCrossing,633,165,658,191
pedestrianCrossing,644,164,671,193
pedestrianCrossing,655,158,686,190
pedestrianCrossing,667,153,701,186
pedestrianCrossing,678,148,714,185
pedestrianCrossing,692,142,730,180
pedestrianCrossing,706,138,747,179
pedestrianCrossing,722,132,766,175
pedestrianCrossing,742,117,788,165
pedestrianCrossing,762,117,813,169
pedestrianCrossing,762,117,813,169
pedestrianCrossing,762,116,813,168
yield,651,38,684,66
yield,660,42,693,70
yield,668,36,701,65
keepRight,229,45,250,68
keepRight,229,45,250,68
keepRight,229,45,250,68
keepRight,229,45,250,68
keepRight,229,45,250,68
keepRight,229,45,250,68
keepRight,229,45,250,68
keepRight,229,45,250,68
keepRight,229,45,250,68
keepRight,229,45,250,68
keepRight,229,45,250,68
keepRight,229,45,250,68
keepRight,229,45,250,68
keepRight,229,45,250,68
keepRight,229,45,250,68
keepRight,229,45,250,68
keepRight,229,45,250,68
keepRight,229,45,250,68
keepRight,229,45,250,68
keepRight,229,45,250,68
keepRight,229,45,250,68
keepRight,229,45,250,68
keepRight,229,45,250,68
keepRight,229,46,250,69
keepRight,222,45,244,71
keepRight,202,45,225,72
keepRight,170,32,199,65
keepRight,126,20,168,68
noLeftTurn,62,29,86,51
noLeftTurn,52,29,78,53
noLeftTurn,43,28,70,53
noLeftTurn,38,28,65,53
noLeftTurn,31,27,58,52
noLeftTurn,22,26,50,52
noLeftTurn,13,25,42,52
noLeftTurn,6,25,35,53
speedLimitUrdbl,547,111,561,126
speedLimitUrdbl,547,127,561,144
speedLimitUrdbl,548,122,563,139
speedLimitUrdbl,551,113,566,131
speedLimitUrdbl,553,114,569,133
speedLimitUrdbl,556,117,572,136
speedLimitUrdbl,560,114,576,133
speedLimitUrdbl,565,112,581,132
speedLimitUrdbl,571,113,588,134
speedLimit25,578,113,595,134
speedLimit25,587,112,604,133
speedLimit25,594,109,611,130
speedLimit25,604,105,622,127
speedLimit25,613,103,632,125
speedLimit25,623,99,644,123
speedLimit25,637,96,658,120
speedLimit25,655,93,676,117
speedLimit25,676,92,698,117
stopAhead,630,32,682,84
stop,485,41,504,59
stop,488,39,507,57
stop,493,35,513,54
stop,497,34,518,55
stop,502,33,524,55
stop,507,31,531,54
stop,513,32,537,53
stop,519,30,543,53
stop,527,29,551,52
stop,533,29,558,52
stop,538,29,565,53
stop,542,28,569,52
stop,549,27,576,52
stop,554,25,582,52
stop,559,22,588,50
stop,563,20,592,48
stop,568,20,597,48
stop,574,19,603,47
stop,580,16,610,46
stop,585,13,617,44
stop,591,12,624,43
stop,597,11,630,43
stop,603,10,636,43
stop,607,16,642,50
stop,614,15,651,50
stop,621,7,659,44
stop,629,7,667,44
stop,638,5,678,43
stop,649,5,690,43
stop,661,1,703,39
merge,167,14,231,73
merge,147,10,219,71
speedLimit65,455,43,485,76
speedLimit65,463,43,494,79
speedLimit65,472,40,505,78
speedLimit65,481,28,517,68
speedLimit65,495,22,532,67
speedLimit65,511,22,555,72
speedLimit65,531,17,580,71
speedLimit65,556,7,609,66
truckSpeedLimit55,628,25,673,74
rampSpeedAdvisory45,403,58,423,81
rampSpeedAdvisory45,405,52,426,77
rampSpeedAdvisory45,408,46,430,72
rampSpeedAdvisory45,411,41,433,69
rampSpeedAdvisory45,415,40,438,69
rampSpeedAdvisory45,421,39,446,69
rampSpeedAdvisory45,427,38,454,71
rampSpeedAdvisory45,437,31,466,66
rampSpeedAdvisory45,449,28,480,66
rampSpeedAdvisory45,461,28,495,70
rampSpeedAdvisory45,473,22,511,68
rampSpeedAdvisory45,487,9,531,61
rampSpeedAdvisory45,506,0,555,56
signalAhead,228,25,270,63
signalAhead,548,58,589,93
signalAhead,220,17,262,55
signalAhead,560,51,603,89
signalAhead,207,4,253,46
signalAhead,578,44,625,85
signalAhead,193,1,241,46
signalAhead,595,43,643,86
signalAhead,177,2,231,51
signalAhead,619,48,670,96
signalAhead,160,0,219,50
signalAhead,649,45,703,98
noRightTurn,561,38,584,59
noRightTurn,574,37,598,59
noRightTurn,589,33,615,57
noRightTurn,607,27,634,52
noRightTurn,628,24,656,50
noRightTurn,654,21,683,49
speedLimitUrdbl,345,40,364,60
speedLimitUrdbl,589,47,607,68
speedLimitUrdbl,332,35,352,57
speedLimitUrdbl,593,44,611,65
speedLimitUrdbl,316,34,336,56
